"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"tkPhosmax"	"tkPhosmd"	"tkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"	"foldkNadphOxCys2"	"foldkCys2Red"
359	3	3	0.44092908681487875	0.2977229728097746	0.0011136558503451743	0.5409290868148787	0.3977229728097746	0.10111365585034517	0.44359969196733645	0.2205459732430072	0.21789970726913807	2707.9695199417533	329.4766891845438	272.03060103940527	1395.7032491596174	1366.9802050870483	177.7337897084434	867.9074943067577	867.9074943067577	867.9074943067577	30.87272547058706	30.502292758839474	15.164929021494281	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999588765661951	0.0917126287330988	0.08605199951107159	0.010411027413174605	0.009831620836622673	0.009091248966704624	100	2000	200	0.7	0.00005	1.7	0.05	0.8500000000000001
360	3	3	0.4471142935391632	0.2913547877222162	0.0011175316961325565	0.5471142935391632	0.3913547877222162	0.10111753169613256	0.4376867429878132	0.21811742035392226	0.21527385782173486	2703.3215970550814	331.2363166664365	268.7775335631305	1397.329782897755	1366.1003913461018	180.05775115177943	867.9074943067577	867.9074943067577	867.9074943067577	31.249302217699114	30.84190997548818	15.369800320474164	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999586625024051	0.09191516119158083	0.08573747894092607	0.010445230134136297	0.00981208279816379	0.009091250735959485	100	2000	200	0.7	0.00005	1.7	0.1	0.8500000000000001
361	3	3	0.4529382414122385	0.2853548366384554	0.0011215308678111048	0.5529382414122385	0.3853548366384554	0.10112153086781112	0.4317746684492563	0.2156806104396478	0.2126582994528581	2698.551153629954	332.85461482441116	265.6761334657925	1398.8804829464239	1365.2912422671145	182.44297286434312	867.9074943067577	867.9074943067577	867.9074943067577	31.63364825144129	31.190369078280174	15.580251307475631	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999584412451522	0.0921039663833588	0.08543466240605042	0.010478373106673258	0.009793938819628294	0.009091252564669633	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.8500000000000001
362	3	3	0.45847611296724633	0.27964842324380984	0.0011256593059969066	0.5584761129672463	0.3796484232438099	0.10112565930599691	0.42586350237652115	0.21323714820042658	0.21005143959898648	2693.653305396453	334.3624870129407	262.69615251649964	1400.3704734210703	1364.5373061728499	184.89189698109362	867.9074943067577	867.9074943067577	867.9074943067577	32.02624012234498	31.547776264191878	15.796511805075191	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999582124297447	0.09228188434597875	0.08514064561535645	0.010510754825470644	0.009776902394732967	0.00909125445584935	100	2000	200	0.7	0.00005	1.7	0.2	0.8500000000000001
363	3	3	0.4637822358620307	0.27418173274227303	0.001129923336787031	0.5637822358620307	0.374181732742273	0.10112992333678703	0.4199532805636384	0.21078820324097236	0.20745212113470274	2688.6229062741245	335.7824477518448	259.8157700885557	1401.8106646350423	1363.8273258033978	187.40709654225782	867.9074943067577	867.9074943067577	867.9074943067577	32.42752017114015	31.914299468414363	16.018824364492545	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999579756666556	0.0924509563896756	0.08485332026614922	0.010542593524339445	0.009760767837017228	0.00909125641271819	100	2000	200	0.7	0.00005	1.7	0.25	0.8500000000000001
364	3	3	0.46889743145959395	0.26891448473240087	0.0011343297033786781	0.5688974314595939	0.36891448473240085	0.10113432970337868	0.41404404068886	0.20833466138213358	0.20485947108456504	2683.45453067571	337.13158910119137	257.0186296217982	1403.209234868421	1363.1527551287245	189.99128434146502	867.9074943067577	867.9074943067577	867.9074943067577	32.837914727723	32.290151806771284	16.247445154503776	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999577305393886	0.09261270697249716	0.0845710920304944	0.01057405575561664	0.009745381731991788	0.009091258438718624	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.8500000000000001
365	3	3	0.4738533445723995	0.2638156050030826	0.0011388856008384795	0.5738533445723994	0.36381560500308263	0.10113888560083847	0.408135822438664	0.2058772142493422	0.2022728110605422	2678.1424543623066	338.42333027175687	254.29209210713913	1404.5725036257506	1362.5068845434416	192.6473224981669	867.9074943067577	867.9074943067577	867.9074943067577	33.25784522086797	32.67558222588917	16.482644925519526	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999574766021242	0.09276830953541362	0.08429271457368134	0.010605273212476977	0.009730626148476283	0.009091260537535483	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.8500000000000001
366	3	3	0.4786751438640126	0.25886052676102816	0.001143598714392713	0.5786751438640125	0.3588605267610282	0.10114359871439271	0.4022286676415268	0.20341641541835004	0.19969160114478518	2672.6806337102626	339.66851047212816	251.6261466203813	1405.9054763691295	1361.884294443256	195.37823282418873	867.9074943067577	867.9074943067577	867.9074943067577	33.68773550853498	33.07087006132806	16.724710056312404	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999572133771152	0.0929186897700943	0.08401718613158989	0.010636353215255386	0.009716408188190676	0.009091262713117504	100	2000	200	0.7	0.00005	1.7	0.4	0.8500000000000001
367	3	3	0.48338328471373926	0.25402942949004365	0.0011484772616600304	0.5833832847137392	0.3540294294900436	0.10114847726166004	0.3963226204123571	0.20095271724415922	0.19711540309213588	2667.062683234564	340.87610388413134	249.0126990453594	1407.2122001566404	1361.2804977372543	198.18720806203825	867.9074943067577	867.9074943067577	867.9074943067577	34.12801707584956	33.47632186763531	16.97394369173795	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999569403518017	0.09306459291934954	0.08374368204641443	0.010667385557832896	0.009702653177726357	0.009091264969701158	100	2000	200	0.7	0.00005	1.7	0.45	0.8500000000000001
368	3	3	0.48799470404576095	0.2493060459467643	0.0011535300393065162	0.5879947040457609	0.3493060459467643	0.10115353003930651	0.39041772730857205	0.19848649594213585	0.19454385528373497	2661.281851195912	342.0537057757985	246.44509001304328	1408.4960046727986	1360.6916967914208	201.07762408136406	867.9074943067577	867.9074943067577	867.9074943067577	34.57913298176432	33.89226965144536	17.23066698076566	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999566569756112	0.0932066293053486	0.08347150906504429	0.010698447152534226	0.009689300064643967	0.009091267311837114	100	2000	200	0.7	0.00005	1.7	0.5	0.8500000000000001
369	3	3	0.4925236560398131	0.24467682838245042	0.0011587664746706805	0.592523656039813	0.3446768283824504	0.10115876647467069	0.38451403749890417	0.19601806921448323	0.1919766551389487	2655.330993098945	343.20787403941273	243.91775780962132	1409.7596707745095	1360.1146126596138	204.05305312984774	867.9074943067577	867.9074943067577	867.9074943067577	35.041541054939245	34.3190700204302	17.495220425237545	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999563626564001	0.09334530610464636	0.08320007338043231	0.010729605286018516	0.009676298205429966	0.009091269744419636	100	2000	200	0.7	0.00005	1.7	0.55	0.8500000000000001
370	3	3	0.4969823125518198	0.240130350169608	0.0011641966829851302	0.5969823125518198	0.34013035016960796	0.10116419668298514	0.3786116029461369	0.1935477089748266	0.1894135464333136	2649.2025428666466	344.34437614474933	241.42599630943383	1411.005551524603	1359.5463616069455	207.1172782459968	867.9074943067577	867.9074943067577	867.9074943067577	35.51571663861856	34.75710396301481	17.767965351020745	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999560567564932	0.0934810501188969	0.08292885766638873	0.010760919967293307	0.00966360506441544	0.009091272272719336	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.8500000000000001
371	3	3	0.5013812046188331	0.2356568664668462	0.0011698315309119466	0.601381204618833	0.33565686646684617	0.10116983153091194	0.372710478605096	0.191075650750445	0.1868543099434771	2642.8884814507055	345.46837236948124	238.96577712303053	1412.2356611178047	1358.9843634945794	210.27430895396728	867.9074943067577	867.9074943067577	867.9074943067577	36.00215507298884	35.20677708656563	18.049285514639685	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999557385882635	0.09361422446765212	0.08265740417866314	0.01079244566437225	0.009651184527392718	0.009091274902419698	100	2000	200	0.7	0.00005	1.7	0.65	0.8500000000000001
372	3	3	0.5057295537858489	0.23124798519278633	0.0011756827072172404	0.6057295537858489	0.3312479851927863	0.10117568270721725	0.3668107226373652	0.18860210077340825	0.18429875640846136	2636.3803026088235	346.58455503004814	236.53361629652528	1413.4517415310575	1358.426272164296	213.52839837490845	867.9074943067577	867.9074943067577	867.9074943067577	36.50137403929076	35.668520207649095	18.339588860088906	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999554074091924	0.09374514106898482	0.08238530205577697	0.01082423261869358	0.00963900564109364	0.009091277639657913	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.8500000000000001
373	3	3	0.5100355252872669	0.22689641628534474	0.0011817628015341032	0.6100355252872669	0.3268964162853447	0.1011817628015341	0.36091239664435104	0.1861272414275096	0.18174672114103022	2629.6689755473576	347.69725670621256	234.12647263687913	1414.6553133608804	1357.869921326214	216.88406190564126	867.9074943067577	867.9074943067577	867.9074943067577	37.01391585172699	36.14279022805691	18.639309442369846	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999550624163363	0.09387407013300238	0.08211217759367735	0.010856327861568663	0.00962704165456866	0.009091280491070618	100	2000	200	0.7	0.00005	1.7	0.75	0.8500000000000001
374	3	3	0.5143064246876614	0.22259577765157232	0.0011880853923101897	0.6143064246876614	0.3225957776515723	0.1011880853923102	0.35501556592049954	0.18365123550237628	0.17919805983854356	2622.744904090514	348.8105362547655	231.74166894523478	1415.8477152067028	1357.3132815519373	220.34609763406303	867.9074943067577	867.9074943067577	867.9074943067577	37.54034975993889	36.63007125565644	18.948909536399963	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999547027401164	0.0940012474936308	0.08183768666789813	0.010888776016497268	0.009615269278969387	0.009091283463845218	100	2000	200	0.7	0.00005	1.7	0.8	0.8500000000000001
375	3	3	0.5185488528900393	0.2183404429105712	0.0011946651452091617	0.6185488528900392	0.3183404429105712	0.10119466514520917	0.34912029972866243	0.1811742295674291	0.17665264528151028	2615.5978819949155	349.92824871660724	229.37683014300006	1417.0301346078202	1356.7544253210165	223.91960868186226	867.9074943067577	867.9074943067577	867.9074943067577	38.08127431050417	37.130875945785	19.26888195235211	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999543274373325	0.09412688034754323	0.08156150873334152	0.01092161994525825	0.009603668108199442	0.009091286565777642	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.8500000000000001
376	3	3	0.5227688300107407	0.21412542044194557	0.001201517923438078	0.6227688300107407	0.3141254204419456	0.10120151792343808	0.3432266715998319	0.17869635668684214	0.174110364699704	2608.2170439799465	351.05410345473956	227.02983405530745	1418.2036326516663	1356.1914979519504	227.61002768934674	867.9074943067577	867.9074943067577	867.9074943067577	38.637319807146554	37.64574705029071	19.599752581246307	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999539354832887	0.09425115180031449	0.08128334200050001	0.010954901278642083	0.009592220159978928	0.009091289805337424	100	2000	200	0.7	0.00005	1.7	0.9	0.8500000000000001
377	3	3	0.526971895651952	0.20994625622145435	0.0012086609117145876	0.626971895651952	0.30994625622145433	0.10120866091171458	0.33733475965970466	0.1762177386349328	0.17157111764758276	2600.59081198879	352.19171367750545	224.69877181518385	1419.3691637717282	1355.6226928405674	231.42314368492524	867.9074943067577	867.9074943067577	867.9074943067577	39.2091509041712	38.17525916944104	19.94208319779314	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999535257628941	0.09437422450630283	0.08100289950042418	0.010988660861243648	0.00958090950835868	0.009091293191741267	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.8500000000000001
378	3	3	0.5311631910644241	0.20579895496501852	0.0012161127558734108	0.6311631910644241	0.3057989549650185	0.10121611275587342	0.33144464698481313	0.17373848772898456	0.16903481427336822	2592.706836131415	353.3446396960386	222.3819156753563	1420.5275918416419	1355.0462298313007	235.3651316136126	867.9074943067577	867.9074943067577	867.9074943067577	39.79746936487309	38.72002070799135	20.29647455114767	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999530970605833	0.09449624361078504	0.080719905828612	0.011022939131894598	0.00956972198660728	0.00909129673503635	100	2000	200	0.7	0.00005	1.7	1.	0.8500000000000001
379	3	3	0.43427316532977056	0.3045683868580913	0.0011098977465176408	0.5342731653297705	0.4045683868580912	0.10110989774651764	0.4495134830253254	0.2229639543800015	0.22053815070639562	2712.4995611229174	327.53102768330353	275.47942163151384	1393.9788388635632	1367.9530358376683	175.46876911786146	867.9074943067577	867.9074943067577	867.9074943067577	28.808742755088677	28.49530933845598	14.1340073019024	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999590837783129	0.09149221480752485	0.08638243996256444	0.01037533393415239	0.009852972485588697	0.009091247254080056	100	2000	200	0.7	0.00005	1.7	0.	0.9
380	3	3	0.44057289393152	0.2980895262994388	0.0011134440278196545	0.54057289393152	0.3980895262994388	0.10111344402781966	0.4439282141145748	0.22068060880566853	0.21804593123789087	2708.2242397714854	329.37397915356905	272.2165704814496	1395.6102644385953	1367.0315601025357	177.60642979357732	867.9074943067577	867.9074943067577	867.9074943067577	29.138020669837037	28.790145567245382	14.311833871734393	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999588882546787	0.09170089946035902	0.08606989227291181	0.010409088387017621	0.009832754727894813	0.009091248870098366	100	2000	200	0.7	0.00005	1.7	0.05	0.9
381	3	3	0.4464465283658827	0.29204254801688345	0.0011170950615433384	0.5464465283658827	0.39204254801688343	0.10111709506154333	0.4383436947424909	0.2183877021753949	0.21556507603159858	2703.843996422098	331.04845361799755	269.1308354914442	1397.153131933598	1366.1943228703212	179.79655146827116	867.9074943067577	867.9074943067577	867.9074943067577	29.473358896281574	29.092420443532426	14.494167311145903	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999958686636061	0.09189339757366487	0.08577178444547107	0.010441488647101102	0.009814178580874584	0.009091250536492797	100	2000	200	0.7	0.00005	1.7	0.1	0.9
382	3	3	0.45198917054082666	0.28633273668065157	0.0011208555274007104	0.5519891705408266	0.3863327366806516	0.10112085552740072	0.43275995205796486	0.21608724428424414	0.2130935852241419	2699.354940035232	332.59327687610204	266.18390981321267	1398.6265947727138	1365.421911241269	182.04107966170398	867.9074943067577	867.9074943067577	867.9074943067577	29.815195256585014	29.4021374210601	14.681180227445207	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999584786360874	0.09207331974215885	0.08548445413357834	0.0104729090098902	0.009796879365989455	0.0090912522556303	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.9
383	3	3	0.4572671654216389	0.2808941538865007	0.001124730386436368	0.5572671654216389	0.38089415388650066	0.10112473038643637	0.42717701452332013	0.21378064956824452	0.210630054564866	2694.7529857004592	334.03569387930906	263.34909599761124	1400.0440016805144	1364.7007027396655	184.34205682909058	867.9074943067577	867.9074943067577	867.9074943067577	30.163913998450383	29.719372937705224	14.873054109601883	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999582639503288	0.09224317379001054	0.08520533969759304	0.010503612540813001	0.009780604053370095	0.009091254030027066	100	2000	200	0.7	0.00005	1.7	0.2	0.9
384	3	3	0.4623290113343873	0.27567872887937356	0.0011287249023836487	0.5623290113343873	0.37567872887937354	0.10112872490238364	0.4215949119937512	0.2114689605226893	0.2081734520134282	2690.033842466024	335.3957692016707	260.60690745769807	1401.4150959504711	1364.0206650784849	186.7016284463081	867.9074943067577	867.9074943067577	867.9074943067577	30.519870761300062	30.044252526137736	15.069979904021467	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999580422548665	0.09240478392567723	0.08493256095233592	0.01053379356848999	0.009765168790608207	0.00909125586236038	100	2000	200	0.7	0.00005	1.7	0.25	0.9
385	3	3	0.4672114728400974	0.2706501467616698	0.0011328446649878198	0.5672114728400974	0.3706501467616698	0.10113284466498783	0.4160136758025157	0.2091529734653645	0.20572299199392932	2685.1930002439844	336.6888542291692	257.9426033755603	1402.74724799154	1363.3741225647354	189.12204955732793	867.9074943067577	867.9074943067577	867.9074943067577	30.883406807397655	30.376937731825507	15.272158635476066	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999578132047196	0.09255952527525958	0.08466468453077777	0.01056360146296031	0.009750435147940667	0.009091257755481613	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.9
386	3	3	0.4719432461148168	0.26578018425424016	0.0011370956155097645	0.5719432461148168	0.36578018425424014	0.10113709561550976	0.41043333885236266	0.20683331429465304	0.20327805965579504	2680.225715708248	337.92706789045025	255.34471024645467	1404.0461945560928	1362.755015734095	191.60569182519615	867.9074943067577	867.9074943067577	867.9074943067577	31.254857814668274	30.71761854733174	15.479802077357382	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999575764321196	0.09270846431964687	0.08440058333839706	0.010593154879300987	0.009736295899506624	0.009091259712430482	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.9
387	3	3	0.4765472770447803	0.2610463928043948	0.001141484074650978	0.5765472770447803	0.36104639280439477	0.10114148407465097	0.4048539357137266	0.20451048662039065	0.20083816276371086	2675.126997094343	339.12023431809894	252.8040866894549	1405.3165063345928	1362.1584325202707	194.15505113214854	867.9074943067577	867.9074943067577	867.9074943067577	31.634559706953866	31.066508893388274	15.693133475861913	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999573315446136	0.09285244758298306	0.08413934775033836	0.01062255076009283	0.009722666047331383	0.009091261736450735	100	2000	200	0.7	0.00005	1.7	0.4	0.9
388	3	3	0.4810422917522632	0.2564305693290934	0.001146016773171299	0.5810422917522632	0.3564305693290934	0.10114601677317131	0.399275502730267	0.20218490368656777	0.19840289979771422	2669.8915878002203	340.2765030642268	250.3133059213315	1406.5618967186545	1361.5802981472068	196.77275577920997	867.9074943067577	867.9074943067577	867.9074943067577	32.02285278018263	31.423843895055466	15.912388333214688	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999570781229765	0.09299216009848996	0.08388022702497648	0.010651870278647217	0.00970947690623941	0.009091263831007404	100	2000	200	0.7	0.00005	1.7	0.45	0.9
389	3	3	0.4854438437307882	0.2519177104186769	0.0011507008855063505	0.5854438437307882	0.35191771041867687	0.10115070088550634	0.3936980781323899	0.19985691031035208	0.1959719380391946	2664.513948676729	341.40277452206817	247.86623326493947	1407.7854330468504	1361.017162418286	199.4615753409557	867.9074943067577	867.9074943067577	867.9074943067577	32.42008480884052	31.789878275999936	16.137815255595548	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999568157189088	0.09312816534050858	0.08362258924463968	0.010681182907545519	0.009696672065271405	0.00909126599980583	100	2000	200	0.7	0.00005	1.7	0.5	0.9
390	3	3	0.48976505204560294	0.24749527554953926	0.0011555440667309958	0.5897650520456029	0.34749527554953924	0.101155544066731	0.3881217021594488	0.19752679841808995	0.19354499806239436	2658.988238884476	342.50500092436073	245.45772834714177	1408.9896855057493	1360.4660492171397	202.2244302370823	867.9074943067577	867.9074943067577	867.9074943067577	32.82661352651095	32.164885485237875	16.36967687205856	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999565438524949	0.09326093332124893	0.08336589308458928	0.0107105492912064	0.00968420454702806	0.009091268246812676	100	2000	200	0.7	0.00005	1.7	0.55	0.9
391	3	3	0.49401713524786495	0.24315265466194702	0.0011605544932636214	0.5940171352478649	0.343152654661947	0.10116055449326361	0.38254641719139276	0.19519481833261382	0.19112184247736802	2653.3082951803735	343.58840515224654	243.08342978155548	1410.1768347885425	1359.9243471031969	205.0644020891334	867.9074943067577	867.9074943067577	867.9074943067577	33.242808718401086	32.54915732730789	16.60825083144049	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999562620093924	0.0933908608671066	0.08310966739495405	0.010740023329244475	0.009672034758326944	0.009091270576279162	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.9
392	3	3	0.4982098062087066	0.23888077490181547	0.0011657409077574289	0.5982098062087066	0.33888077490181545	0.10116574090775743	0.37697226789070354	0.192861187158257	0.18870226757831987	2647.4676094821357	344.6576436896383	240.73959603388573	1411.3487516623773	1359.389727834501	207.98474493825222	867.9074943067577	867.9074943067577	867.9074943067577	33.66905407613384	32.94300395532704	16.853830885049597	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999559696377179	0.09351828657413008	0.0828534960955602	0.010769653723871096	0.009660128979085197	0.0090912729927668	100	2000	200	0.7	0.00005	1.7	0.65	0.9
393	3	3	0.5023515698512905	0.23467180455370784	0.0011711126686887675	0.6023515698512905	0.3346718045537078	0.10117111266868878	0.37139930135554894	0.1905260951329957	0.18628609702826238	2641.459304542036	345.71693069531494	238.42298553450902	1412.5070569120655	1358.8600843316626	210.98889740830208	867.9074943067577	867.9074943067577	867.9074943067577	34.10574891383129	33.346754138579044	17.106728063823823	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999556661445917	0.09364350205044648	0.08259700677533759	0.010799485154268956	0.00964845822667464	0.009091275501175953	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.9
394	3	3	0.5064499515828768	0.230518926368816	0.0011766798052231355	0.6064499515828767	0.33051892636881597	0.10117667980522314	0.36582756728517357	0.1881897105253255	0.18387317700280098	2635.276107542153	346.7701344521513	236.1307648206716	1413.6531672689844	1358.3334824532444	214.08049590824356	867.9074943067577	867.9074943067577	867.9074943067577	34.55330981357192	33.76075574827202	17.367271959663015	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999553508922975	0.09376676050955399	0.08233986193184409	0.010829559185805354	0.00963699738807909	0.009091278106777586	100	2000	200	0.7	0.00005	1.7	0.75	0.9
395	3	3	0.5105116753043746	0.22641616141669563	0.0011824530780234046	0.6105116753043746	0.3264161614166956	0.10118245307802341	0.36025711815865014	0.18585218346932952	0.18146337240005456	2628.910321401773	347.82085385813656	233.8604370909853	1414.7883311338273	1357.8081227502519	217.2633889784336	867.9074943067577	867.9074943067577	867.9074943067577	35.012172249156436	34.185376425410745	17.63581212179021	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999550231940044	0.09388828343619224	0.0820817521286043	0.010859914987318751	0.00962572454683204	0.009091280815248619	100	2000	200	0.7	0.00005	1.7	0.8	0.9
396	3	3	0.5145428041009198	0.2223582303639478	0.0011884440467616832	0.6145428041009198	0.3223582303639478	0.10118844404676168	0.3546880094282304	0.1835136490119842	0.1790565638431985	2622.353793563237	348.87248030044157	231.60978588472045	1415.9136567369599	1357.2823095290994	220.5416528977016	867.9074943067577	867.9074943067577	867.9074943067577	35.48279222507187	34.62100440806245	17.912719580302355	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999546823089953	0.09400826582524284	0.08182239056917169	0.01089058990733507	0.00961462045411106	0.009091283632711368	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.9
397	3	3	0.5185488528900393	0.2183404429105712	0.0011946651452091617	0.6185488528900392	0.3183404429105712	0.10119466514520917	0.34912029972866243	0.1811742295674291	0.17665264528151028	2615.5978819949155	349.92824871660724	229.37683014300006	1417.0301346078202	1356.7544253210165	223.91960868186226	867.9074943067577	867.9074943067577	867.9074943067577	35.96564795992062	35.06804950435251	18.198388510554775	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999543274373325	0.09412688034754323	0.08156150873334152	0.01092161994525825	0.009603668108199442	0.009091286565777642	100	2000	200	0.7	0.00005	1.7	0.9	0.9
398	3	3	0.5225348797120964	0.21435860870716197	0.0012011297649113352	0.6225348797120964	0.314358608707162	0.10120112976491134	0.34355405110398113	0.17883403691910776	0.1742515220497039	2608.6334181186503	350.9912806091179	227.15978795540488	1418.1386557016176	1356.2229093747612	227.4018406199949	867.9074943067577	867.9074943067577	867.9074943067577	36.46124163880338	35.52694420390109	18.493238053713366	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999539577138818	0.09424428069728188	0.0812988528201024	0.010953040143564848	0.009592852416564995	0.00909128962159813	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.9
399	3	3	0.5265055605580572	0.21040896486645055	0.001207852348610361	0.6265055605580572	0.31040896486645053	0.10120785234861036	0.33798932925343717	0.17649317387346372	0.17185310928266478	2601.4506663333805	352.0646210668054	224.9570470182965	1419.2400261701719	1355.6862391459174	230.9932165126298	867.9074943067577	867.9074943067577	867.9074943067577	36.97010125626173	35.99814492507569	18.797714310736392	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999535722016062	0.0943606043071634	0.08103418081033192	0.010984884920132167	0.0095821599217336	0.009091292807917843	100	2000	200	0.7	0.00005	1.7	1.	0.9
400	3	3	0.43427316532977056	0.3045683868580913	0.0011098977465176408	0.5342731653297705	0.4045683868580912	0.10110989774651764	0.4495134830253254	0.2229639543800015	0.22053815070639562	2712.4995611229174	327.53102768330353	275.47942163151384	1393.9788388635632	1367.9530358376683	175.46876911786146	867.9074943067577	867.9074943067577	867.9074943067577	27.292493136399795	26.995556215379345	13.390112180749641	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999590837783129	0.09149221480752485	0.08638243996256444	0.01037533393415239	0.009852972485588697	0.009091247254080056	100	2000	200	0.7	0.00005	1.7	0.	0.9500000000000001
401	3	3	0.44025295746498316	0.29841874975648686	0.0011132548096077777	0.5402529574649831	0.39841874975648683	0.10111325480960778	0.44422215718143393	0.22080104441196624	0.21817679629066353	2708.4518392697487	329.2815914653979	272.383478767589	1395.5268102955256	1367.0777539466212	177.49263004444578	867.9074943067577	867.9074943067577	867.9074943067577	27.587883160818876	27.259997707431165	13.549607706781378	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999958898694921	0.091690357839496	0.08608594347166623	0.010407349544263773	0.009833774029769472	0.009091248783808922	100	2000	200	0.7	0.00005	1.7	0.05	0.9500000000000001
402	3	3	0.4458452013465721	0.2926618378500169	0.0011167056723221825	0.545845201346572	0.39266183785001696	0.10111670567232219	0.4389315027931542	0.21862944531682474	0.21582574892723688	2704.3101297688713	330.87885678087235	269.44856403172855	1396.9942676634557	1366.279121288884	179.56348479488435	867.9074943067577	867.9074943067577	867.9074943067577	27.888405319505473	27.5307653813336	13.712927703220855	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999587081544685	0.09187377848129813	0.08580260412592874	0.01043812962208772	0.009816068618516777	0.009091250358641364	100	2000	200	0.7	0.00005	1.7	0.1	0.9500000000000001
403	3	3	0.4511330618890237	0.2872148136038417	0.0011202542953095307	0.5511330618890237	0.3872148136038417	0.10112025429530953	0.4336415428581384	0.2164509135351446	0.2134832606035154	2700.071136904638	332.35676353193213	266.6411769006293	1398.3979612290054	1365.540167913354	181.6829812270011	867.9074943067577	867.9074943067577	867.9074943067577	28.19441649641682	27.807856599742696	13.880210656933475	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999585119146386	0.09204563504817366	0.08552921974310587	0.010468001337069101	0.009799537231826925	0.009091251980580195	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.9500000000000001
